87	FST08YC	4	6	56	2021-07-13 16:25:55.907	--SchemaZenNull--	2021-07-13 16:25:55.907	True
88	TTD361YA	4	6	56	2021-07-13 16:45:09.573	--SchemaZenNull--	2021-07-13 16:45:09.573	True
89	APP330XF	4	6	56	2021-07-13 16:50:33.75	--SchemaZenNull--	2021-07-13 16:50:33.75	True
90	SRA953XA	4	6	56	2021-07-13 17:35:13.013	--SchemaZenNull--	2021-07-13 17:35:13.013	True
91	LSD560XB	4	6	56	2021-07-13 18:11:54.73	--SchemaZenNull--	2021-07-13 18:11:54.73	True
92	FST19YC	4	6	56	2021-07-13 18:13:08.767	--SchemaZenNull--	2021-07-13 18:13:08.767	True
93	TTD354YA	4	6	56	2021-07-13 18:16:06.037	--SchemaZenNull--	2021-07-13 18:16:06.037	True
94	KTU940XT	2	1	57	2021-07-13 18:26:57.077	--SchemaZenNull--	2021-07-13 18:26:57.077	True
95	FST07YC	4	6	57	2021-07-13 18:48:07.95	--SchemaZenNull--	2021-07-13 18:48:07.95	True
96	JGB930XA	5	1	57	2021-07-13 20:22:16.293	--SchemaZenNull--	2021-07-13 20:22:16.293	True
97	LSD580XB	4	6	57	2021-07-13 20:50:52.54	--SchemaZenNull--	2021-07-13 20:50:52.54	True
98	EKY715XH	4	6	57	2021-07-13 20:58:24.06	--SchemaZenNull--	2021-07-13 20:58:24.06	True
99	FST700YA	3	6	57	2021-07-13 21:02:54.083	--SchemaZenNull--	2021-07-13 21:02:54.083	True
100	TTD329YA	4	6	57	2021-07-13 21:21:00.867	--SchemaZenNull--	2021-07-13 21:21:00.867	True
101	FST845XF	4	6	57	2021-07-13 21:24:39.783	--SchemaZenNull--	2021-07-13 21:24:39.783	True
102	KJA618XJ	4	6	57	2021-07-13 21:25:56.63	--SchemaZenNull--	2021-07-13 21:25:56.63	True
103	JGB928XA	3	1	57	2021-07-13 21:38:35.99	--SchemaZenNull--	2021-07-13 21:38:35.99	True
104	FST809XF	4	6	57	2021-07-13 21:40:14.83	--SchemaZenNull--	2021-07-13 21:40:14.83	True
105	FKJ924XD	4	6	57	2021-07-13 22:12:59.247	--SchemaZenNull--	2021-07-13 22:12:59.247	True
106	EKY744XH	4	6	57	2021-07-13 22:24:22.39	--SchemaZenNull--	2021-07-13 22:24:22.39	True
107	T8730LA	3	6	57	2021-07-13 22:29:39.86	--SchemaZenNull--	2021-07-13 22:29:39.86	True
108	T4033LA	3	6	57	2021-07-13 22:34:16.377	--SchemaZenNull--	2021-07-13 22:34:16.377	True
109	T2203LA	3	6	57	2021-07-13 22:35:30.76	--SchemaZenNull--	2021-07-13 22:35:30.76	True
110	AAB92YJ	5	1	57	2021-07-13 22:43:18.303	--SchemaZenNull--	2021-07-13 22:43:18.303	True
111	T7948LA	2	1	57	2021-07-13 22:45:11.79	--SchemaZenNull--	2021-07-13 22:45:11.79	True
112	EKY847XJ	5	1	57	2021-07-13 22:58:08.993	--SchemaZenNull--	2021-07-13 22:58:08.993	True
113	TTD138ZY	3	1	57	2021-07-13 23:00:23.853	--SchemaZenNull--	2021-07-13 23:00:23.853	True
114	T888LA	3	6	57	2021-07-13 23:02:39.79	--SchemaZenNull--	2021-07-13 23:02:39.79	True
115	KTU436XJ	4	6	57	2021-07-13 23:27:49.507	--SchemaZenNull--	2021-07-13 23:27:49.507	True
116	KJA611XJ	4	6	57	2021-07-13 23:36:02.337	--SchemaZenNull--	2021-07-13 23:36:02.337	True
117	FST847XF	4	6	57	2021-07-13 23:37:11.85	--SchemaZenNull--	2021-07-13 23:37:11.85	True
118	MUS481YA	2	1	57	2021-07-14 00:25:31.96	--SchemaZenNull--	2021-07-14 00:25:31.96	True
119	JJJ704XB	5	1	57	2021-07-14 00:27:22.09	--SchemaZenNull--	2021-07-14 00:27:22.09	True
120	LSD468XM	3	1	57	2021-07-14 00:47:39.513	--SchemaZenNull--	2021-07-14 00:47:39.513	True
121	AKD340XZ	5	1	57	2021-07-14 00:49:44.447	--SchemaZenNull--	2021-07-14 00:49:44.447	True
122	AAA925XR	3	1	57	2021-07-14 00:52:01.233	--SchemaZenNull--	2021-07-14 00:52:01.233	True
123	KTU167XR	3	1	57	2021-07-14 00:53:49.027	--SchemaZenNull--	2021-07-14 00:53:49.027	True
124	EKY190XX	5	1	57	2021-07-14 00:56:10.783	--SchemaZenNull--	2021-07-14 00:56:10.783	True
125	APP840XT	2	1	57	2021-07-14 01:16:29.49	--SchemaZenNull--	2021-07-14 01:16:29.49	True
126	KTU915YC	2	1	57	2021-07-14 01:18:40.587	--SchemaZenNull--	2021-07-14 01:18:40.587	True
127	KSF195XX	2	2	57	2021-07-14 01:29:49.69	--SchemaZenNull--	2021-07-14 01:29:49.69	True
128	FST40YC	4	6	57	2021-07-14 05:24:00.133	--SchemaZenNull--	2021-07-14 05:24:00.133	True
129	AAA718XA	2	1	57	2021-07-14 05:26:29.293	--SchemaZenNull--	2021-07-14 05:26:29.293	True
130	FKJ242XA	2	6	57	2021-07-14 06:10:55.75	--SchemaZenNull--	2021-07-14 06:10:55.75	True
131	T7000LA	3	6	53	2021-07-14 08:23:52.863	--SchemaZenNull--	2021-07-14 08:23:52.863	True
132	T6999LA	3	6	56	2021-07-14 08:33:08.787	--SchemaZenNull--	2021-07-14 08:33:08.787	True
133	SRA948XA	4	6	56	2021-07-14 11:04:49.297	--SchemaZenNull--	2021-07-14 11:04:49.297	True
134	EKY728XH	4	6	52	2021-07-14 13:24:30.317	--SchemaZenNull--	2021-07-14 13:24:30.317	True
135	FST518YA	4	6	56	2021-07-14 14:16:00.283	--SchemaZenNull--	2021-07-14 14:16:00.283	True
136	APP331XF	4	6	56	2021-07-14 16:17:13.027	--SchemaZenNull--	2021-07-14 16:17:13.027	True
137	TTD356YA	4	6	56	2021-07-14 16:20:05.37	--SchemaZenNull--	2021-07-14 16:20:05.37	True
138	FST13YC	4	6	56	2021-07-14 17:30:04.563	--SchemaZenNull--	2021-07-14 17:30:04.563	True
139	T883LA	3	6	57	2021-07-14 19:03:12.323	--SchemaZenNull--	2021-07-14 19:03:12.323	True
140	LND727XS	5	1	57	2021-07-14 19:30:12.84	--SchemaZenNull--	2021-07-14 19:30:12.84	True
141	TTN956XA	3	6	57	2021-07-14 19:43:15.093	--SchemaZenNull--	2021-07-14 19:43:15.093	True
142	LSR635XM	5	1	57	2021-07-14 21:10:57.17	--SchemaZenNull--	2021-07-14 21:10:57.17	True
143	FST135XZ	2	2	57	2021-07-14 21:15:20.877	--SchemaZenNull--	2021-07-14 21:15:20.877	True
144	JJJ876XX	2	6	57	2021-07-14 21:18:02.78	--SchemaZenNull--	2021-07-14 21:18:02.78	True
145	TTD344YA	4	6	57	2021-07-14 21:48:22.173	--SchemaZenNull--	2021-07-14 21:48:22.173	True
146	TTD349YA	4	6	57	2021-07-14 21:49:40.137	--SchemaZenNull--	2021-07-14 21:49:40.137	True
147	LSR492XK	4	6	56	2021-07-15 07:59:03.007	--SchemaZenNull--	2021-07-15 07:59:03.007	True
148	JJJ713XB	2	1	56	2021-07-15 08:45:14.337	--SchemaZenNull--	2021-07-15 08:45:14.337	True
149	GGE251XZ	2	1	56	2021-07-15 08:46:53.93	--SchemaZenNull--	2021-07-15 08:46:53.93	True
150	KTU455XJ	4	6	56	2021-07-15 08:49:17.067	--SchemaZenNull--	2021-07-15 08:49:17.067	True
151	AAA766XW	3	6	56	2021-07-15 10:04:07.433	--SchemaZenNull--	2021-07-15 10:04:07.433	True
152	LSD600XB	4	6	56	2021-07-15 10:40:36.09	--SchemaZenNull--	2021-07-15 10:40:36.09	True
153	AKD188YA	3	1	56	2021-07-15 10:44:30.147	--SchemaZenNull--	2021-07-15 10:44:30.147	True
154	AKD192YA	3	1	56	2021-07-15 10:50:46.343	--SchemaZenNull--	2021-07-15 10:50:46.343	True
155	APP319XR	3	6	56	2021-07-15 10:58:44.033	--SchemaZenNull--	2021-07-15 10:58:44.033	True
156	EPE614XV	4	6	56	2021-07-15 12:02:41.06	--SchemaZenNull--	2021-07-15 12:02:41.06	True
157	AAA760XH	4	6	56	2021-07-15 12:48:13.423	--SchemaZenNull--	2021-07-15 12:48:13.423	True
158	FST47YC	4	6	56	2021-07-15 13:27:20.88	--SchemaZenNull--	2021-07-15 13:27:20.88	True
159	FST36YC	4	6	56	2021-07-15 13:36:31.857	--SchemaZenNull--	2021-07-15 13:36:31.857	True
160	SRA965XA	4	6	56	2021-07-15 14:26:42.617	--SchemaZenNull--	2021-07-15 14:26:42.617	True
161	FST21YC	4	6	56	2021-07-15 14:37:26.71	--SchemaZenNull--	2021-07-15 14:37:26.71	True
162	BEN696ZY	3	6	56	2021-07-15 15:42:49.46	--SchemaZenNull--	2021-07-15 15:42:49.46	True
163	SRA940XA	4	6	56	2021-07-15 17:24:31.497	--SchemaZenNull--	2021-07-15 17:24:31.497	True
164	SRA936XA	4	6	57	2021-07-15 19:28:40.91	--SchemaZenNull--	2021-07-15 19:28:40.91	True
165	LAR499YD	2	6	57	2021-07-15 20:22:09.94	--SchemaZenNull--	2021-07-15 20:22:09.94	True
166	EPE604XV	4	6	57	2021-07-15 20:23:44.45	--SchemaZenNull--	2021-07-15 20:23:44.45	True
167	APP605XW	2	3	57	2021-07-15 21:06:51.163	--SchemaZenNull--	2021-07-15 21:06:51.163	True
168	FKJ922XD	4	6	57	2021-07-15 21:47:21.32	--SchemaZenNull--	2021-07-15 21:47:21.32	True
169	FFF888ZC	3	6	57	2021-07-15 22:13:19.237	--SchemaZenNull--	2021-07-15 22:13:19.237	True
170	AYE533ZQ	4	6	57	2021-07-15 22:23:13.403	--SchemaZenNull--	2021-07-15 22:23:13.403	True
171	TTD371YA	4	6	57	2021-07-15 22:30:06.097	--SchemaZenNull--	2021-07-15 22:30:06.097	True
172	BEN982ZH	3	6	57	2021-07-15 22:32:19	--SchemaZenNull--	2021-07-15 22:32:19	True
173	AUC63ZY	3	6	57	2021-07-15 22:33:51.093	--SchemaZenNull--	2021-07-15 22:33:51.093	True
174	EPE114XG	3	6	57	2021-07-15 23:05:52.057	--SchemaZenNull--	2021-07-15 23:05:52.057	True
175	FST711YA	3	6	57	2021-07-15 23:10:52.92	--SchemaZenNull--	2021-07-15 23:10:52.92	True
176	FST14YC	4	6	57	2021-07-15 23:52:36.737	--SchemaZenNull--	2021-07-15 23:52:36.737	True
177	BEN751ZU	3	6	57	2021-07-15 23:59:09.77	--SchemaZenNull--	2021-07-15 23:59:09.77	True
178	DED299YC	5	1	57	2021-07-16 00:03:36.237	--SchemaZenNull--	2021-07-16 00:03:36.237	True
179	SWMK14YC	3	6	57	2021-07-16 00:19:53.577	--SchemaZenNull--	2021-07-16 00:19:53.577	True
180	KJA648YA	2	2	57	2021-07-16 01:03:02.68	--SchemaZenNull--	2021-07-16 01:03:02.68	True
181	JJJ403XP	4	6	57	2021-07-16 01:19:20.007	--SchemaZenNull--	2021-07-16 01:19:20.007	True
182	EPE615XV	4	6	57	2021-07-16 01:22:09.897	--SchemaZenNull--	2021-07-16 01:22:09.897	True
183	AKD20XV	3	2	57	2021-07-16 01:24:59.43	--SchemaZenNull--	2021-07-16 01:24:59.43	True
184	SMK141XN	4	6	57	2021-07-16 02:40:51.89	--SchemaZenNull--	2021-07-16 02:40:51.89	True
185	AAA925XRR	3	1	57	2021-07-16 02:57:19.823	--SchemaZenNull--	2021-07-16 02:57:19.823	True
186	JJJ546XA	2	4	57	2021-07-16 03:35:28.677	--SchemaZenNull--	2021-07-16 03:35:28.677	True
187	KJA582XX	2	6	57	2021-07-16 04:15:41.817	--SchemaZenNull--	2021-07-16 04:15:41.817	True
188	JBD293ZY	2	1	57	2021-07-16 04:18:36.653	--SchemaZenNull--	2021-07-16 04:18:36.653	True
189	EPE608XV	4	6	57	2021-07-16 04:52:21.88	--SchemaZenNull--	2021-07-16 04:52:21.88	True
190	TTD370YA	4	6	57	2021-07-16 05:37:48.607	--SchemaZenNull--	2021-07-16 05:37:48.607	True
191	BEN177YE	3	6	57	2021-07-16 06:13:36.327	--SchemaZenNull--	2021-07-16 06:13:36.327	True
192	AGD875XA	3	6	57	2021-07-16 06:20:48.433	--SchemaZenNull--	2021-07-16 06:20:48.433	True
193	BEN256YX	3	6	57	2021-07-16 06:22:21.743	--SchemaZenNull--	2021-07-16 06:22:21.743	True
194	FST49YC	4	6	56	2021-07-16 08:45:05.8	--SchemaZenNull--	2021-07-16 08:45:05.8	True
195	EPE603XV	4	6	56	2021-07-16 09:03:15.67	--SchemaZenNull--	2021-07-16 09:03:15.67	True
196	SMK126XN	4	6	56	2021-07-16 09:37:20.22	--SchemaZenNull--	2021-07-16 09:37:20.22	True
197	JJJ367XP	4	6	56	2021-07-16 09:39:39.78	--SchemaZenNull--	2021-07-16 09:39:39.78	True
198	SMK14YC	3	6	56	2021-07-16 10:24:57.463	--SchemaZenNull--	2021-07-16 10:24:57.463	True
199	LSR462XK	4	6	56	2021-07-16 11:47:18.45	--SchemaZenNull--	2021-07-16 11:47:18.45	True
200	FST05YC	4	6	56	2021-07-16 14:21:18.327	--SchemaZenNull--	2021-07-16 14:21:18.327	True
201	TTD374YA	4	6	56	2021-07-16 14:40:48.987	--SchemaZenNull--	2021-07-16 14:40:48.987	True
202	KNN627ZY	5	6	56	2021-07-16 14:43:18.627	--SchemaZenNull--	2021-07-16 14:43:18.627	True
203	LSR328XP	4	6	56	2021-07-16 15:07:09.763	--SchemaZenNull--	2021-07-16 15:07:09.763	True
204	AYE524ZQ	4	6	56	2021-07-16 16:20:22.597	--SchemaZenNull--	2021-07-16 16:20:22.597	True
205	TTD376YA	4	6	56	2021-07-16 16:37:44.067	--SchemaZenNull--	2021-07-16 16:37:44.067	True
206	APP178YC	3	1	56	2021-07-16 17:00:04.333	--SchemaZenNull--	2021-07-16 17:00:04.333	True
207	JBD290ZY	2	1	56	2021-07-16 17:28:15.733	--SchemaZenNull--	2021-07-16 17:28:15.733	True
208	KLK490XA	3	6	56	2021-07-16 18:04:22.433	--SchemaZenNull--	2021-07-16 18:04:22.433	True
209	SRA968XA	4	6	57	2021-07-16 19:55:53.303	--SchemaZenNull--	2021-07-16 19:55:53.303	True
210	GGE760XW	2	3	57	2021-07-16 20:22:46.767	--SchemaZenNull--	2021-07-16 20:22:46.767	True
211	SMK55XQ	5	1	57	2021-07-17 00:19:48.543	--SchemaZenNull--	2021-07-17 00:19:48.543	True
212	MEK356XB	6	6	57	2021-07-17 00:27:28.63	--SchemaZenNull--	2021-07-17 00:27:28.63	True
213	APP119XZ	6	6	57	2021-07-17 00:29:31.31	--SchemaZenNull--	2021-07-17 00:29:31.31	True
214	APP100XZ	6	6	57	2021-07-17 00:31:09.69	--SchemaZenNull--	2021-07-17 00:31:09.69	True
215	WDE794XA	3	6	57	2021-07-17 00:47:31.42	--SchemaZenNull--	2021-07-17 00:47:31.42	True
216	LAR827YD	6	6	57	2021-07-17 01:04:51.247	--SchemaZenNull--	2021-07-17 01:04:51.247	True
217	T8106LAT	5	1	57	2021-07-17 01:07:35.81	--SchemaZenNull--	2021-07-17 01:07:35.81	True
218	AGL794XV	2	1	57	2021-07-17 01:09:57.353	--SchemaZenNull--	2021-07-17 01:09:57.353	True
219	FST790XD	3	6	57	2021-07-17 01:11:39.293	--SchemaZenNull--	2021-07-17 01:11:39.293	True
220	TTN177ZQ	6	6	57	2021-07-17 01:13:22.16	--SchemaZenNull--	2021-07-17 01:13:22.16	True
221	SGD976XA	3	6	57	2021-07-17 01:14:50.557	--SchemaZenNull--	2021-07-17 01:14:50.557	True
222	BEN981ZH	3	6	57	2021-07-17 01:16:19.243	--SchemaZenNull--	2021-07-17 01:16:19.243	True
223	TTD358YA	4	6	57	2021-07-17 01:18:05.497	--SchemaZenNull--	2021-07-17 01:18:05.497	True
224	SRA960XA	4	6	57	2021-07-17 01:18:59.883	--SchemaZenNull--	2021-07-17 01:18:59.883	True
225	AGL819XZ	5	6	57	2021-07-17 01:20:37.417	--SchemaZenNull--	2021-07-17 01:20:37.417	True
226	T5825LA	5	6	57	2021-07-17 01:22:54.413	--SchemaZenNull--	2021-07-17 01:22:54.413	True
227	LSR161YA	5	6	57	2021-07-17 01:25:06.507	--SchemaZenNull--	2021-07-17 01:25:06.507	True
228	AGL818XZ	5	6	57	2021-07-17 01:26:46.147	--SchemaZenNull--	2021-07-17 01:26:46.147	True
229	T5332LA	5	6	57	2021-07-17 01:28:16.07	--SchemaZenNull--	2021-07-17 01:28:16.07	True
230	SMK288XZ	5	6	57	2021-07-17 01:30:21.12	--SchemaZenNull--	2021-07-17 01:30:21.12	True
231	LSR163YA	5	6	57	2021-07-17 01:32:25.35	--SchemaZenNull--	2021-07-17 01:32:25.35	True
232	AKD247XR	5	6	57	2021-07-17 01:34:16.383	--SchemaZenNull--	2021-07-17 01:34:16.383	True
233	LSD166XP	5	6	57	2021-07-17 01:36:32.603	--SchemaZenNull--	2021-07-17 01:36:32.603	True
234	LSR159YA	5	6	57	2021-07-17 01:38:51.26	--SchemaZenNull--	2021-07-17 01:38:51.26	True
235	EKY192XX	5	1	57	2021-07-17 01:45:37.473	--SchemaZenNull--	2021-07-17 01:45:37.473	True
236	JJJ160XV	2	1	57	2021-07-17 01:47:55.203	--SchemaZenNull--	2021-07-17 01:47:55.203	True
237	JGB819XA	5	6	57	2021-07-17 02:08:29.47	--SchemaZenNull--	2021-07-17 02:08:29.47	True
238	XJ602MUS	3	6	57	2021-07-17 02:19:33.063	--SchemaZenNull--	2021-07-17 02:19:33.063	True
239	TTD176ZY	5	1	57	2021-07-17 03:33:52.86	--SchemaZenNull--	2021-07-17 03:33:52.86	True
240	JJJ104XB	5	1	57	2021-07-17 03:58:20.94	--SchemaZenNull--	2021-07-17 03:58:20.94	True
241	KLK80XA	3	6	57	2021-07-17 04:31:57.543	--SchemaZenNull--	2021-07-17 04:31:57.543	True
